"simulationTime[s]","firingID","districtName","districtSafetyLevel","distanceOfSummonedAmbulance[m]","timeToReachFiring[s]"
71427,cd743dd0-5ac3-4197-a985-b4ffcc89caf3,Legionów Henryka D¹browskiego,NotSafe,"588,0591564654588",26.46266204094565
71731,2ddbd43b-b889-4137-9327-31429bda30a5,Gumniska-Zab³ocie,RatherSafe,"4114,587707950425",185.15644685776914
71757,199f9176-cf25-46e3-88b1-c08799c29996,Strusina,NotSafe,"3516,370299647108",158.23666348411987
72999,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,"1941,5673404007334",87.370530318033
73891,76be018d-6f12-4494-a86e-c68a931ff47d,Krzy¿,NotSafe,"2637,209895936523",118.67444531714354
74802,7a67145c-e0b0-4442-9313-8bf29b20e5d8,Grabówka,RatherSafe,"1910,5938246688104",85.97672211009647
76815,845a9bcd-e183-4ee4-875a-909fa979d41e,Klikowa,RatherSafe,"3448,505561929158",155.1827502868121
78203,0a5ddd27-43b3-4e0d-bb1d-dc766478a3fd,Krzy¿,NotSafe,"1269,2807368422514",57.11763315790132
79113,839688fa-9ff7-497c-b364-889d1dbd6f6a,Klikowa,RatherSafe,"3776,6312368651547",169.94840565893196
80017,210b28ff-4d92-418b-a456-7fe66f25621f,Strusina,NotSafe,"3735,1820303319",168.08319136493552
81655,7b6fd5d6-ef2f-4c3f-b350-fc94e140e1c4,Legionów Henryka D¹browskiego,NotSafe,"753,5668254308434",33.91050714438796
82028,6c99f8ca-9e4d-462d-836c-549c2ebf4254,Westerplatte,RatherSafe,"654,5266396122892",29.453698782553012
83347,10517965-2976-4dea-9856-df3739aaa1b6,Krzy¿,NotSafe,"3178,4340398944073",143.02953179524835
83593,b4103a46-92ae-47bb-8c42-660ed97473da,Koszyce,RatherSafe,"7003,274573264533",315.147355796904
85279,c4bddaf1-974e-45d8-a540-dd77d919e517,Zielone,RatherSafe,"1001,9308441192483",45.086887985366175
86057,45a024cf-f89e-4053-bf55-68d156b84687,Chyszów,RatherSafe,"4338,938457949818",195.25223060774184
86214,2b0d0ef9-8bfc-4c36-bcf7-e8b88afe5e5f,Klikowa,RatherSafe,"4111,699840307893",185.0264928138552
