"simulationTime[s]","firingID","districtName","districtSafetyLevel","previousPatrolState","numberOfIteration","distanceOfSummonedPatrol","isNight"
62470,943cac7b-e347-49df-9394-133a763bf303,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1008,6218856824049",1
63027,ba0153bd-78de-457b-ac26-bd4b05d55e5b,Chyszów,RatherSafe,PATROLLING,1,"360,4226030398691",1
63027,ba0153bd-78de-457b-ac26-bd4b05d55e5b,Chyszów,RatherSafe,PATROLLING,1,"967,3314225998945",1
63028,ba0153bd-78de-457b-ac26-bd4b05d55e5b,Chyszów,RatherSafe,TRANSFER_TO_INTERVENTION,4,"2468,7324739156265",1
63083,952c25b3-60fc-42b5-bbd9-64f70de6c960,Strusina,NotSafe,PATROLLING,1,"747,0856133802613",1
63083,952c25b3-60fc-42b5-bbd9-64f70de6c960,Strusina,NotSafe,PATROLLING,1,"730,4389455486496",1
63084,952c25b3-60fc-42b5-bbd9-64f70de6c960,Strusina,NotSafe,PATROLLING,2,"1809,0809869693155",1
63084,952c25b3-60fc-42b5-bbd9-64f70de6c960,Strusina,NotSafe,PATROLLING,2,"2282,556111282131",1
63085,952c25b3-60fc-42b5-bbd9-64f70de6c960,Strusina,NotSafe,PATROLLING,2,"2310,075771897764",1
63085,952c25b3-60fc-42b5-bbd9-64f70de6c960,Strusina,NotSafe,PATROLLING,2,"1725,661451043247",1
63086,952c25b3-60fc-42b5-bbd9-64f70de6c960,Strusina,NotSafe,PATROLLING,2,"1606,9267804222989",1
63086,952c25b3-60fc-42b5-bbd9-64f70de6c960,Strusina,NotSafe,PATROLLING,2,"2006,527436901162",1
63087,952c25b3-60fc-42b5-bbd9-64f70de6c960,Strusina,NotSafe,PATROLLING,2,"1335,3497896542608",1
63328,59a0f81e-f42e-4039-99b0-dc31b60bd8c8,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"2126,3940722797556",1
63328,59a0f81e-f42e-4039-99b0-dc31b60bd8c8,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"1864,0429279332068",1
63329,59a0f81e-f42e-4039-99b0-dc31b60bd8c8,Legionów Henryka D¹browskiego,NotSafe,TRANSFER_TO_INTERVENTION,4,"1144,4691656722484",1
63329,59a0f81e-f42e-4039-99b0-dc31b60bd8c8,Legionów Henryka D¹browskiego,NotSafe,TRANSFER_TO_INTERVENTION,4,"780,7685300291466",1
63330,59a0f81e-f42e-4039-99b0-dc31b60bd8c8,Legionów Henryka D¹browskiego,NotSafe,TRANSFER_TO_INTERVENTION,4,"2838,4006391739968",1
63662,5d6b8170-7379-4654-9c77-368b2e271b18,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1151,4590710309596",1
63663,5d6b8170-7379-4654-9c77-368b2e271b18,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1194,8911855852436",1
63663,5d6b8170-7379-4654-9c77-368b2e271b18,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"778,8856061463496",1
63664,5d6b8170-7379-4654-9c77-368b2e271b18,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"394,09819361255785",1
63814,233b8175-fcbe-496c-9b0a-d4d5c4aa5787,Starówka,RatherSafe,PATROLLING,2,"2004,697913619715",1
63814,233b8175-fcbe-496c-9b0a-d4d5c4aa5787,Starówka,RatherSafe,PATROLLING,2,"2132,4034340395997",1
63815,233b8175-fcbe-496c-9b0a-d4d5c4aa5787,Starówka,RatherSafe,PATROLLING,2,"1418,7239039628694",1
64589,4381b506-98dd-4bdd-9239-f5c32ff64c44,Strusina,NotSafe,PATROLLING,1,"772,7300759223293",1
64589,4381b506-98dd-4bdd-9239-f5c32ff64c44,Strusina,NotSafe,PATROLLING,1,"911,8810172224634",1
64590,4381b506-98dd-4bdd-9239-f5c32ff64c44,Strusina,NotSafe,PATROLLING,1,"467,89958406493287",1
64591,4381b506-98dd-4bdd-9239-f5c32ff64c44,Strusina,NotSafe,PATROLLING,1,"1020,0354908196481",1
66833,b41da821-9b5e-4d9d-9bd1-2a06b2f3df88,Chyszów,RatherSafe,PATROLLING,1,"748,5374229587546",1
66834,b41da821-9b5e-4d9d-9bd1-2a06b2f3df88,Chyszów,RatherSafe,TRANSFER_TO_INTERVENTION,4,"3101,2111913420795",1
67395,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"959,7351720572987",1
67395,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1121,7095281211284",1
67396,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"387,7772257445606",1
67396,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,TRANSFER_TO_INTERVENTION,4,"2735,8433524347574",1
67408,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"2398,423643080393",1
67409,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"1390,4383460259075",1
67409,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"1372,4484591840169",1
67410,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"1655,2223703261452",1
67410,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"1977,4669205297632",1
67411,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"2205,4913850181",1
67412,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"1742,5725275977668",1
67412,559b9e02-f754-4697-b0e7-a48bb6ac3814,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,2,"2016,0119603580897",1
67979,6d49ecb9-a23f-4fab-881a-3f741764dfde,Zielone,RatherSafe,PATROLLING,1,"1123,856521739714",1
67980,6d49ecb9-a23f-4fab-881a-3f741764dfde,Zielone,RatherSafe,PATROLLING,1,"244,09338709558543",1
67980,6d49ecb9-a23f-4fab-881a-3f741764dfde,Zielone,RatherSafe,PATROLLING,1,"766,6965149768972",1
68531,af359475-ec3e-4b86-b653-b1c89ae3648a,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"746,6067260171354",1
68531,af359475-ec3e-4b86-b653-b1c89ae3648a,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"824,2313419768678",1
68532,af359475-ec3e-4b86-b653-b1c89ae3648a,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"534,6593204388107",1
71173,1f6c4f5e-3f8d-4135-b9ed-b3fee5241dc9,Krzy¿,NotSafe,PATROLLING,1,"1093,9620405185185",1
71174,1f6c4f5e-3f8d-4135-b9ed-b3fee5241dc9,Krzy¿,NotSafe,PATROLLING,1,"871,6832665265553",1
71174,1f6c4f5e-3f8d-4135-b9ed-b3fee5241dc9,Krzy¿,NotSafe,PATROLLING,1,"777,5474127745277",1
71186,1f6c4f5e-3f8d-4135-b9ed-b3fee5241dc9,Krzy¿,NotSafe,PATROLLING,2,"2251,16733111341",1
71187,1f6c4f5e-3f8d-4135-b9ed-b3fee5241dc9,Krzy¿,NotSafe,PATROLLING,2,"1827,2932309704067",1
71424,cd743dd0-5ac3-4197-a985-b4ffcc89caf3,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1129,1805930540868",1
71425,cd743dd0-5ac3-4197-a985-b4ffcc89caf3,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"653,8271975297009",1
71425,cd743dd0-5ac3-4197-a985-b4ffcc89caf3,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1045,8759143356483",1
71426,cd743dd0-5ac3-4197-a985-b4ffcc89caf3,Legionów Henryka D¹browskiego,NotSafe,TRANSFER_TO_INTERVENTION,4,"1949,3634709554565",1
71426,cd743dd0-5ac3-4197-a985-b4ffcc89caf3,Legionów Henryka D¹browskiego,NotSafe,TRANSFER_TO_INTERVENTION,4,"1623,124502785763",1
71728,2ddbd43b-b889-4137-9327-31429bda30a5,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"2052,3306585426453",1
71729,2ddbd43b-b889-4137-9327-31429bda30a5,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"1720,4613167883924",1
71729,2ddbd43b-b889-4137-9327-31429bda30a5,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"1571,6320071893285",1
71729,2ddbd43b-b889-4137-9327-31429bda30a5,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"1735,1016472503356",1
71730,2ddbd43b-b889-4137-9327-31429bda30a5,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"1640,7599794142395",1
71730,2ddbd43b-b889-4137-9327-31429bda30a5,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"1490,0144441391099",1
71731,2ddbd43b-b889-4137-9327-31429bda30a5,Gumniska-Zab³ocie,RatherSafe,PATROLLING,2,"2135,272438755511",1
71753,199f9176-cf25-46e3-88b1-c08799c29996,Strusina,NotSafe,PATROLLING,1,"1138,572260995411",1
71754,199f9176-cf25-46e3-88b1-c08799c29996,Strusina,NotSafe,PATROLLING,2,"1634,73883906729",1
71754,199f9176-cf25-46e3-88b1-c08799c29996,Strusina,NotSafe,PATROLLING,2,"2006,4983087109715",1
71755,199f9176-cf25-46e3-88b1-c08799c29996,Strusina,NotSafe,PATROLLING,2,"2396,662071183556",1
71755,199f9176-cf25-46e3-88b1-c08799c29996,Strusina,NotSafe,PATROLLING,2,"2163,244465120395",1
71756,199f9176-cf25-46e3-88b1-c08799c29996,Strusina,NotSafe,PATROLLING,2,"1527,942968986673",1
71757,199f9176-cf25-46e3-88b1-c08799c29996,Strusina,NotSafe,PATROLLING,2,"2135,50432602179",1
72993,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,PATROLLING,2,"1344,1445036994069",1
72994,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,PATROLLING,2,"1229,5173154913632",1
72994,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,PATROLLING,2,"2377,1442931745933",1
72995,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,PATROLLING,2,"1765,3502096783966",1
72995,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,PATROLLING,2,"1494,531274225172",1
72996,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,PATROLLING,2,"1370,3047122109642",1
72997,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,PATROLLING,2,"2070,8015934209743",1
72997,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,PATROLLING,2,"2092,9549317247665",1
72998,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,PATROLLING,2,"2161,4895757169043",1
72999,2e272b3c-8a20-4534-86df-781e2a39b20e,Grabówka,RatherSafe,PATROLLING,2,"2212,6286649086715",1
73890,76be018d-6f12-4494-a86e-c68a931ff47d,Krzy¿,NotSafe,PATROLLING,1,"1006,1053334049712",1
74800,7a67145c-e0b0-4442-9313-8bf29b20e5d8,Grabówka,RatherSafe,PATROLLING,1,"915,0229244247795",1
74801,7a67145c-e0b0-4442-9313-8bf29b20e5d8,Grabówka,RatherSafe,PATROLLING,1,"1112,050375053337",1
74801,7a67145c-e0b0-4442-9313-8bf29b20e5d8,Grabówka,RatherSafe,PATROLLING,1,"1128,8954446397504",1
74802,7a67145c-e0b0-4442-9313-8bf29b20e5d8,Grabówka,RatherSafe,PATROLLING,1,"425,6640971866479",1
76814,845a9bcd-e183-4ee4-875a-909fa979d41e,Klikowa,RatherSafe,PATROLLING,1,"712,5312691583687",1
76814,845a9bcd-e183-4ee4-875a-909fa979d41e,Klikowa,RatherSafe,PATROLLING,1,"463,25292598728197",1
78200,0a5ddd27-43b3-4e0d-bb1d-dc766478a3fd,Krzy¿,NotSafe,PATROLLING,1,"653,3843309609233",1
78201,0a5ddd27-43b3-4e0d-bb1d-dc766478a3fd,Krzy¿,NotSafe,PATROLLING,1,"624,5322041270074",1
78201,0a5ddd27-43b3-4e0d-bb1d-dc766478a3fd,Krzy¿,NotSafe,PATROLLING,1,"1124,6651890842923",1
78202,0a5ddd27-43b3-4e0d-bb1d-dc766478a3fd,Krzy¿,NotSafe,PATROLLING,1,"962,9008945826284",1
78202,0a5ddd27-43b3-4e0d-bb1d-dc766478a3fd,Krzy¿,NotSafe,PATROLLING,1,"1120,6007346356275",1
78203,0a5ddd27-43b3-4e0d-bb1d-dc766478a3fd,Krzy¿,NotSafe,PATROLLING,1,"261,2635406297604",1
79110,839688fa-9ff7-497c-b364-889d1dbd6f6a,Klikowa,RatherSafe,PATROLLING,1,"930,9028095066102",1
79110,839688fa-9ff7-497c-b364-889d1dbd6f6a,Klikowa,RatherSafe,PATROLLING,2,"1325,6681178135234",1
79111,839688fa-9ff7-497c-b364-889d1dbd6f6a,Klikowa,RatherSafe,PATROLLING,2,"1916,739928243422",1
79111,839688fa-9ff7-497c-b364-889d1dbd6f6a,Klikowa,RatherSafe,PATROLLING,2,"2366,3272917299573",1
79112,839688fa-9ff7-497c-b364-889d1dbd6f6a,Klikowa,RatherSafe,PATROLLING,2,"1968,6502509652066",1
79112,839688fa-9ff7-497c-b364-889d1dbd6f6a,Klikowa,RatherSafe,PATROLLING,2,"2254,228603643085",1
79113,839688fa-9ff7-497c-b364-889d1dbd6f6a,Klikowa,RatherSafe,PATROLLING,2,"1366,0407672076506",1
80013,210b28ff-4d92-418b-a456-7fe66f25621f,Strusina,NotSafe,PATROLLING,1,"604,9753864447041",1
80014,210b28ff-4d92-418b-a456-7fe66f25621f,Strusina,NotSafe,PATROLLING,1,"302,7199903062468",1
80014,210b28ff-4d92-418b-a456-7fe66f25621f,Strusina,NotSafe,PATROLLING,1,"851,9111304715444",1
80015,210b28ff-4d92-418b-a456-7fe66f25621f,Strusina,NotSafe,PATROLLING,1,"902,7356851465242",1
80015,210b28ff-4d92-418b-a456-7fe66f25621f,Strusina,NotSafe,PATROLLING,1,"498,95540566242397",1
80015,210b28ff-4d92-418b-a456-7fe66f25621f,Strusina,NotSafe,PATROLLING,1,"617,10184118856",1
80016,210b28ff-4d92-418b-a456-7fe66f25621f,Strusina,NotSafe,PATROLLING,1,"425,4049037621944",1
80016,210b28ff-4d92-418b-a456-7fe66f25621f,Strusina,NotSafe,PATROLLING,1,"606,8597149596878",1
81653,7b6fd5d6-ef2f-4c3f-b350-fc94e140e1c4,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1064,6038298625317",1
81653,7b6fd5d6-ef2f-4c3f-b350-fc94e140e1c4,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1003,9002191164035",1
81654,7b6fd5d6-ef2f-4c3f-b350-fc94e140e1c4,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"917,9938168788607",1
81654,7b6fd5d6-ef2f-4c3f-b350-fc94e140e1c4,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1039,1874183402265",1
81654,7b6fd5d6-ef2f-4c3f-b350-fc94e140e1c4,Legionów Henryka D¹browskiego,NotSafe,PATROLLING,1,"1014,8179239689814",1
82025,6c99f8ca-9e4d-462d-836c-549c2ebf4254,Westerplatte,RatherSafe,PATROLLING,2,"2318,4364589829647",1
82026,6c99f8ca-9e4d-462d-836c-549c2ebf4254,Westerplatte,RatherSafe,PATROLLING,2,"1764,2388198626325",1
82026,6c99f8ca-9e4d-462d-836c-549c2ebf4254,Westerplatte,RatherSafe,PATROLLING,2,"2100,078477624482",1
82027,6c99f8ca-9e4d-462d-836c-549c2ebf4254,Westerplatte,RatherSafe,PATROLLING,2,"1693,8469001258577",1
83345,10517965-2976-4dea-9856-df3739aaa1b6,Krzy¿,NotSafe,PATROLLING,2,"2296,8274177148382",1
83346,10517965-2976-4dea-9856-df3739aaa1b6,Krzy¿,NotSafe,PATROLLING,2,"2284,6153341193103",1
83346,10517965-2976-4dea-9856-df3739aaa1b6,Krzy¿,NotSafe,PATROLLING,2,"1988,3473119126845",1
83359,10517965-2976-4dea-9856-df3739aaa1b6,Krzy¿,NotSafe,PATROLLING,3,"2668,710510942005",1
83360,10517965-2976-4dea-9856-df3739aaa1b6,Krzy¿,NotSafe,PATROLLING,3,"2666,4330357119634",1
83360,10517965-2976-4dea-9856-df3739aaa1b6,Krzy¿,NotSafe,PATROLLING,3,"2631,8376260338",1
83361,10517965-2976-4dea-9856-df3739aaa1b6,Krzy¿,NotSafe,PATROLLING,3,"2664,337892734164",1
83361,10517965-2976-4dea-9856-df3739aaa1b6,Krzy¿,NotSafe,PATROLLING,3,"3211,2707824109966",1
83362,10517965-2976-4dea-9856-df3739aaa1b6,Krzy¿,NotSafe,PATROLLING,3,"3227,0549688459214",1
83592,b4103a46-92ae-47bb-8c42-660ed97473da,Koszyce,RatherSafe,PATROLLING,2,"1305,6231895467688",1
83592,b4103a46-92ae-47bb-8c42-660ed97473da,Koszyce,RatherSafe,PATROLLING,2,"1282,4100063610379",1
83593,b4103a46-92ae-47bb-8c42-660ed97473da,Koszyce,RatherSafe,PATROLLING,2,"2305,6196521895617",1
85278,c4bddaf1-974e-45d8-a540-dd77d919e517,Zielone,RatherSafe,PATROLLING,1,"1159,3341681042743",1
85278,c4bddaf1-974e-45d8-a540-dd77d919e517,Zielone,RatherSafe,PATROLLING,1,"477,20444027530374",1
85278,c4bddaf1-974e-45d8-a540-dd77d919e517,Zielone,RatherSafe,PATROLLING,1,"802,7149422893665",1
86054,45a024cf-f89e-4053-bf55-68d156b84687,Chyszów,RatherSafe,PATROLLING,2,"2018,2473594887806",1
86055,45a024cf-f89e-4053-bf55-68d156b84687,Chyszów,RatherSafe,PATROLLING,2,"2041,367769151877",1
86055,45a024cf-f89e-4053-bf55-68d156b84687,Chyszów,RatherSafe,PATROLLING,2,"2119,7895081970573",1
86055,45a024cf-f89e-4053-bf55-68d156b84687,Chyszów,RatherSafe,PATROLLING,2,"2011,1551670877614",1
86056,45a024cf-f89e-4053-bf55-68d156b84687,Chyszów,RatherSafe,PATROLLING,2,"2018,1121427353457",1
86057,45a024cf-f89e-4053-bf55-68d156b84687,Chyszów,RatherSafe,PATROLLING,2,"2277,843948160549",1
86057,45a024cf-f89e-4053-bf55-68d156b84687,Chyszów,RatherSafe,PATROLLING,2,"2256,5117024001843",1
